autogrades,score
8,60
8,96
3,55
11,71
9,64
7,74
8,79
3,47
9,58
11,96
11,98
12,100
8,84
5,83
11,91
11,85
7,88
5,51
4,54
6,54
12,90
8,48
9,98
10,91
10,62
9,57
2,75
11,87
7,64
2,73
7,56
5,84
1,57
6,62
5,91
12,76
7,45
6,74
12,93
9,86
6,65
6,86
4,48
9,98
6,83
3,46
7,55
8,73
8,60
8,70
8,57
2,54
7,48
5,76
6,81
9,79
4,65
9,54
11,96
7,73
9,58
11,92
10,69
4,73
7,84
7,100
9,56
8,77
6,71
7,89
7,52
2,48
6,78
1,55
11,64
2,55
4,88
12,92
11,93
7,50
4,47
13,91
9,57
10,87
5,60
7,53
8,97
7,64
9,80
10,71
10,69
9,55
5,48
10,73
2,69
13,92
6,56
7,98
3,68
8,65
7,72
6,70
11,97
10,62
10,75
6,88
2,51
10,92
6,78
10,82
