autogrades,score
2,52
10,81
9,75
4,54
7,52
11,67
5,85
6,43
7,70
9,100
4,84
12,100
6,89
2,67
5,86
4,83
7,79
3,69
1,34
8,74
5,100
7,44
12,79
7,100
3,52
7,61
4,77
5,100
8,56
6,71
3,70
9,77
4,71
5,64
7,75
9,80
7,55
7,83
6,100
3,73
2,73
10,92
6,40
13,100
11,84
2,43
6,61
11,66
9,43
2,63
7,76
1,57
9,57
10,76
3,62
13,97
9,62
5,69
12,86
11,82
2,47
12,85
7,87
11,88
8,72
6,88
3,56
6,93
9,78
11,82
9,68
3,63
8,90
1,55
11,65
9,75
10,93
12,86
9,89
2,56
1,34
13,100
5,54
11,91
9,54
1,51
5,100
8,72
6,83
8,52
5,54
6,45
3,50
5,88
8,54
13,100
3,47
8,100
8,87
5,54
9,55
10,83
7,98
7,55
5,86
12,93
3,38
9,100
3,64
9,75
