potds,score
77,76
36,76
95,98
84,100
73,73
63,77
93,77
45,81
63,70
73,81
55,90
20,79
97,75
86,56
34,88
110,50
83,100
47,87
49,91
79,79
56,41
87,87
103,58
99,71
69,100
94,50
113,73
65,89
118,84
39,84
38,75
87,71
69,82
87,83
53,63
35,80
59,76
60,47
94,76
64,67
49,97
92,95
78,67
90,100
36,79
72,56
91,81
70,61
71,57
42,93
72,81
67,62
96,62
98,71
86,69
63,79
61,100
46,68
94,52
128,79
105,88
56,71
84,100
37,95
11,93
117,76
41,83
129,57
56,99
3,66
91,60
115,73
95,69
71,100
126,59
17,93
74,82
102,100
85,52
32,73
115,62
54,85
52,62
69,67
63,100
79,73
122,50
55,100
86,92
62,100
101,85
32,99
70,61
68,84
44,100
99,100
114,79
59,47
53,54
111,73
50,100
37,60
124,69
51,61
116,77
77,71
31,92
35,70
49,100
59,82
60,61
61,100
72,82
71,51
58,90
99,44
123,73
87,71
51,100
48,100
50,31
87,79
67,60
86,100
77,100
100,80
61,67
106,87
80,64
35,61
60,84
40,89
92,88
76,74
91,72
79,37
57,62
46,100
108,81
58,70
116,77
65,82
125,78
47,71
89,64
100,71
64,100
94,85
78,35
61,98
49,53
87,86
51,85
52,91
126,67
88,61
7,89
68,84
42,56
81,94
47,75
78,86
91,93
45,92
80,73
69,74
98,100
94,100
41,46
67,86
78,48
57,94
63,64
85,86
53,70
27,93
86,82
52,73
91,73
57,61
83,84
60,77
63,97
43,100
61,70
56,84
89,68
32,99
88,65
92,78
51,59
45,40
68,99
113,86
100,94
84,78
72,62
61,100
65,97
131,90
53,57
67,82
95,80
73,64
67,61
80,54
110,69
44,51
108,76
37,100
95,58
51,72
105,82
37,75
30,93
120,90
77,60
69,73
87,82
84,100
44,69
63,88
96,100
112,64
98,96
95,83
105,83
88,83
67,100
97,78
33,70
61,88
93,91
55,100
74,92
83,36
100,74
89,96
94,100
117,100
44,56
83,67
56,77
81,62
87,100
49,47
34,100
106,100
32,58
110,63
100,100
48,94
122,81
72,74
58,55
111,100
47,75
49,100
49,96
70,61
123,100
63,56
69,99
63,98
52,74
81,95
41,86
49,68
65,60
57,67
108,93
100,50
103,66
102,62
20,99
112,76
32,78
106,100
57,65
79,60
126,85
91,100
133,51
85,92
85,27
127,83
100,68
78,100
71,79
88,87
72,92
31,100
100,100
110,81
79,67
58,87
46,66
89,93
107,84
71,80
42,100
72,80
104,86
116,79
86,67
83,80
24,96
77,60
59,93
67,84
76,88
74,100
65,81
87,64
104,63
98,92
105,55
68,50
86,100
109,63
52,74
58,87
83,94
64,60
50,100
60,100
60,96
93,41
113,100
21,79
110,100
49,100
47,64
92,54
59,100
80,92
109,100
50,58
20,57
72,76
77,87
31,67
50,67
56,67
104,77
90,98
43,83
130,90
87,53
58,88
84,90
85,72
53,76
46,100
79,93
95,81
83,55
33,76
95,100
34,98
81,61
84,85
60,80
74,91
114,100
53,75
53,100
86,70
44,73
88,58
92,100
68,100
92,54
87,100
72,63
98,100
19,70
42,88
102,40
57,36
92,61
30,76
71,93
113,93
103,70
92,81
89,55
50,86
86,74
95,52
60,92
39,92
