autogrades,score
1,41
5,99
8,74
4,60
8,45
3,48
8,92
4,77
9,70
9,87
7,57
6,94
12,100
4,78
11,62
9,92
12,95
5,92
5,31
6,81
7,100
1,8
9,88
8,77
4,62
7,47
8,97
7,97
9,62
6,56
12,76
11,82
8,89
2,50
9,81
12,100
6,45
11,71
13,96
11,77
5,57
12,88
2,20
7,100
10,81
3,64
10,94
6,42
2,38
2,48
10,100
2,55
8,82
8,69
12,94
12,97
9,47
7,63
7,99
6,60
1,40
9,79
8,100
7,67
9,79
5,86
5,63
7,75
4,88
3,61
4,59
6,48
8,100
9,27
5,61
12,93
10,82
5,100
7,100
6,40
5,63
11,100
3,59
13,100
4,29
4,63
6,92
9,98
9,79
2,49
1,54
7,29
5,72
11,81
2,36
11,92
6,53
12,98
10,74
10,71
7,48
5,71
5,77
10,68
2,62
11,95
6,48
4,85
5,75
10,71
