autogrades,score
6,66
8,96
9,69
9,79
3,65
11,87
7,66
8,95
10,68
3,73
9,72
8,65
12,95
8,86
10,85
5,77
7,87
6,86
4,80
8,75
8,69
8,71
3,72
11,78
2,65
6,100
10,82
11,72
8,92
11,73
10,78
9,94
4,70
8,76
13,95
12,92
8,85
10,77
5,81
11,94
8,65
10,67
7,77
11,94
11,98
13,93
12,80
7,91
12,89
7,87
8,67
13,100
4,85
4,89
5,78
6,85
5,85
8,85
10,92
6,80
7,97
9,69
8,82
11,81
4,66
8,82
10,77
6,66
12,90
12,80
6,73
7,89
4,74
13,93
5,99
8,65
9,71
10,74
9,90
8,71
5,72
12,90
3,69
4,80
12,85
5,94
5,92
3,66
4,90
7,80
13,100
9,99
13,92
8,78
8,88
6,99
13,92
7,90
5,94
10,68
7,100
11,84
13,92
6,82
5,96
9,73
12,85
8,92
5,89
12,87
12,84
8,85
5,98
7,98
8,67
10,77
5,95
12,79
9,79
11,98
12,77
11,80
6,79
12,81
4,85
4,87
4,88
5,95
6,96
5,84
8,98
4,65
5,72
7,89
11,98
3,71
11,78
2,71
9,99
4,82
10,97
12,83
3,71
10,83
4,90
7,70
8,99
4,68
10,94
7,78
12,77
11,85
3,69
9,81
