autogrades,score
11,81
8,82
7,66
10,66
5,100
6,83
7,90
11,99
8,55
5,81
4,83
6,66
8,56
12,100
7,93
10,81
4,60
7,92
10,70
12,91
4,72
10,100
2,63
6,96
9,52
6,100
6,98
8,100
12,92
5,75
6,83
13,100
5,100
8,66
12,82
7,93
6,81
5,71
8,51
2,67
6,64
2,74
4,85
11,78
11,100
7,100
7,37
11,89
6,84
5,49
7,47
11,96
12,99
5,95
6,83
7,81
3,74
5,86
3,63
11,76
10,100
8,38
6,95
7,100
9,62
7,89
1,26
4,37
10,68
9,46
8,96
1,38
6,40
2,65
5,77
7,89
3,60
11,92
9,100
8,72
8,72
3,48
6,100
10,82
7,56
11,100
9,73
12,99
7,80
11,92
6,71
3,24
12,100
8,56
1,49
7,90
12,89
12,100
5,100
5,82
4,75
13,91
5,63
6,72
5,100
5,77
4,80
6,100
4,90
1,30
10,100
8,56
6,81
9,83
8,76
7,68
6,81
11,72
2,48
8,64
4,89
8,85
9,72
6,72
8,100
4,30
12,90
9,82
13,100
12,99
6,76
7,54
6,98
11,61
9,95
5,61
12,99
3,52
5,25
5,80
12,91
4,67
9,63
6,62
7,100
12,100
9,71
10,76
8,100
13,100
8,75
12,100
6,83
8,64
6,53
5,66
11,82
10,80
6,100
11,93
11,68
6,79
1,34
7,79
8,60
4,69
7,46
2,68
6,83
6,81
9,78
8,98
2,62
7,77
7,96
5,79
6,97
8,93
8,87
12,85
11,78
4,86
8,100
8,50
11,86
13,100
4,73
1,45
11,63
9,79
4,60
1,38
12,100
3,70
3,72
9,100
10,69
10,100
8,98
7,65
7,88
6,50
13,100
11,97
7,68
8,98
7,85
8,100
5,84
6,100
7,91
2,67
9,78
5,70
11,65
5,84
6,68
6,77
4,59
7,82
5,71
11,100
2,44
10,92
8,77
5,90
11,100
4,74
6,84
9,81
4,47
8,39
12,82
6,79
5,93
5,84
7,100
6,76
5,67
7,61
8,48
6,90
4,42
7,83
9,100
4,66
7,98
2,59
4,82
12,81
11,75
10,83
6,66
2,50
5,35
11,92
8,43
2,69
4,80
2,57
5,88
4,39
5,61
12,100
8,69
9,77
12,95
3,68
3,63
2,46
8,100
7,52
4,80
6,87
2,47
13,100
9,84
10,93
1,36
8,38
4,57
2,70
8,73
9,87
5,64
8,58
4,84
7,93
8,86
7,83
8,46
8,71
7,97
6,88
6,58
13,93
5,98
10,69
13,100
10,61
12,77
11,100
10,93
6,63
6,80
9,51
10,100
10,92
5,32
11,93
1,40
4,59
3,65
8,49
4,84
10,100
4,35
10,84
7,100
9,100
12,100
6,75
9,95
10,74
5,83
9,75
6,91
9,68
9,69
5,59
12,100
11,72
8,60
1,59
6,75
9,80
5,78
11,100
5,70
10,73
4,74
5,100
7,100
3,43
8,85
8,49
7,84
4,42
13,91
12,100
7,100
6,34
6,42
5,100
9,74
7,84
11,65
12,85
8,75
8,70
8,100
8,86
2,59
4,70
10,100
9,69
5,98
6,100
7,83
1,43
8,100
11,79
5,45
12,79
5,99
1,47
7,100
2,69
3,62
9,15
4,66
5,100
5,79
10,80
12,100
8,76
9,84
4,80
4,74
9,88
9,100
6,85
8,43
10,90
5,80
7,84
5,100
11,88
4,15
3,60
4,49
10,100
4,75
11,94
9,65
9,72
11,71
10,86
4,73
5,100
11,89
13,100
2,57
4,71
10,80
5,87
4,86
11,98
11,100
7,100
9,45
10,81
12,81
8,75
4,86
9,54
4,87
7,100
7,76
7,100
8,71
8,83
5,81
9,100
7,84
11,100
6,80
5,39
10,66
7,87
6,81
9,56
6,79
8,59
2,71
5,70
5,85
11,68
10,98
7,53
12,100
6,53
7,73
5,74
11,93
9,87
5,100
5,100
11,73
11,76
6,100
2,47
8,94
11,100
9,72
7,100
12,89
9,86
7,28
12,82
6,58
12,85
8,100
9,79
6,72
4,68
4,82
4,86
7,51
2,73
7,79
2,66
10,100
5,100
6,99
13,100
12,100
7,100
5,100
6,69
8,30
10,95
2,65
6,100
9,80
9,93
10,92
11,100
8,38
12,78
3,57
4,80
9,76
11,93
6,53
5,78
9,83
5,75
11,82
10,79
6,55
9,65
3,60
3,73
8,100
7,80
6,97
12,100
5,99
6,76
12,82
2,28
10,83
7,83
10,65
9,44
5,82
7,69
6,72
5,100
5,92
9,79
8,91
4,27
9,79
10,63
8,58
9,100
13,100
8,85
5,88
7,75
10,99
5,100
3,41
12,86
5,100
8,42
10,83
12,77
3,56
4,61
6,83
6,79
10,100
7,100
6,93
12,97
8,54
8,96
6,70
10,100
13,98
11,63
7,70
5,55
6,87
13,100
1,57
3,67
11,74
7,94
6,91
4,85
11,92
2,75
8,82
10,81
9,100
8,100
11,100
9,99
12,81
10,100
9,100
4,77
4,87
8,83
2,67
10,95
4,85
8,98
6,96
7,58
3,74
12,85
11,88
11,95
8,72
6,68
3,68
8,97
8,46
5,79
2,72
7,27
6,62
6,58
8,63
11,79
9,100
6,30
5,100
7,24
11,94
6,91
7,89
3,69
9,78
5,100
5,100
4,90
6,61
5,62
4,73
10,92
4,83
2,46
9,100
5,98
12,100
7,96
7,79
5,59
6,100
3,65
5,90
6,88
4,59
4,77
7,68
11,100
13,100
7,27
3,63
5,85
3,57
12,100
10,78
5,82
5,94
6,100
11,76
11,100
12,100
10,100
2,50
6,86
12,97
7,100
3,26
9,59
7,29
8,56
4,64
8,79
10,79
9,40
7,36
11,82
2,74
7,79
5,100
2,71
12,90
2,50
10,86
7,68
7,100
9,90
6,54
11,99
5,96
12,77
12,100
5,96
10,68
8,68
6,18
7,18
6,100
11,68
6,58
11,91
5,54
7,94
8,100
8,100
13,100
8,68
6,76
8,48
5,100
5,49
11,88
8,43
9,66
6,100
