autogrades,score
10,92
9,83
7,79
3,74
6,83
12,100
11,77
5,99
2,68
6,47
6,92
6,78
7,58
5,95
5,100
12,100
4,77
5,100
6,69
13,100
8,71
10,82
1,51
12,80
10,73
5,84
9,68
10,100
9,100
6,90
5,69
11,100
13,100
7,56
4,74
8,78
3,65
5,61
1,45
7,81
6,60
5,86
6,83
11,83
6,100
5,100
4,68
5,98
5,87
7,87
9,51
5,83
9,78
8,100
11,95
10,100
6,72
11,66
5,71
8,63
5,100
4,66
8,100
11,88
7,43
5,78
7,59
6,46
6,98
5,50
10,100
2,42
2,59
7,90
13,99
7,90
6,59
12,100
13,100
4,76
4,82
5,57
9,72
6,66
4,68
11,99
3,74
12,80
8,94
6,100
10,85
8,39
9,77
4,35
6,39
11,83
10,91
11,93
8,100
8,100
3,75
9,72
6,70
5,63
10,96
9,100
9,100
5,81
9,94
2,58
6,99
10,65
9,79
5,83
8,79
7,69
5,100
12,85
1,57
9,100
8,81
4,84
4,71
2,75
6,100
5,53
4,85
11,80
5,94
4,86
6,71
11,84
13,100
8,72
5,100
6,85
10,100
9,64
8,54
8,65
6,92
7,56
2,43
4,66
5,100
10,86
6,72
10,74
9,100
12,94
11,100
12,94
5,100
6,100
7,38
9,60
6,73
8,95
9,100
6,87
8,86
6,90
5,57
4,79
11,88
12,100
8,48
4,60
8,100
10,88
7,87
12,100
11,67
10,93
9,100
10,85
7,77
8,91
8,74
7,76
9,70
6,68
9,92
9,58
7,79
9,80
5,87
9,59
1,59
11,67
11,87
7,70
5,91
6,72
5,66
7,96
12,81
9,81
4,69
9,72
7,100
5,51
5,87
6,83
8,78
7,100
9,67
6,91
13,100
8,89
4,81
4,78
5,88
5,61
8,96
12,82
9,65
9,81
6,87
3,62
10,78
6,100
8,77
4,78
10,80
11,76
11,93
4,84
6,90
7,100
9,85
10,62
4,87
8,80
13,100
5,81
12,94
11,87
6,62
8,68
8,79
9,73
9,66
6,79
12,100
5,70
11,97
9,60
5,73
5,100
5,72
12,100
10,68
4,68
4,49
6,95
10,74
8,72
9,79
2,57
5,75
7,62
4,81
11,81
9,73
7,98
5,93
3,71
6,79
3,48
7,90
7,61
9,74
10,92
7,62
5,80
11,69
9,75
4,60
4,56
5,53
8,32
10,90
5,100
10,94
9,68
5,98
6,80
12,100
5,100
1,55
4,88
7,98
13,100
11,64
2,74
12,96
12,80
8,100
9,89
6,100
11,95
8,77
9,95
5,100
7,59
10,100
3,71
6,55
4,72
11,74
2,66
5,77
8,50
7,85
12,76
7,59
6,82
7,81
5,92
6,96
6,100
10,75
11,81
7,97
6,72
7,82
9,92
4,69
10,99
5,97
4,80
5,60
6,77
5,77
12,78
4,75
13,99
12,85
11,85
9,100
10,98
6,88
4,60
2,48
3,54
8,86
4,61
8,93
11,100
8,82
5,41
9,76
10,92
9,95
5,86
7,66
11,71
10,87
11,86
9,97
6,83
5,69
8,92
7,84
11,95
7,100
8,78
9,92
4,70
6,96
10,81
9,65
8,76
7,100
4,48
10,96
8,75
5,67
6,47
5,83
8,98
13,97
8,96
6,80
10,68
12,95
11,96
10,92
7,77
12,89
6,86
9,58
7,100
9,96
13,100
11,78
6,89
9,47
12,78
9,58
10,100
7,85
10,100
2,58
3,69
7,74
8,83
12,83
13,100
10,62
10,100
9,90
12,82
7,62
4,69
5,76
8,100
7,91
10,85
8,55
10,100
12,88
5,94
11,98
7,69
6,54
9,87
5,90
11,82
4,83
12,84
7,84
10,98
10,100
9,81
11,63
10,69
6,69
8,83
8,100
6,58
5,92
10,69
11,82
9,74
6,87
6,95
10,87
2,53
9,68
3,69
11,71
11,95
3,64
10,79
6,100
7,78
4,87
7,66
7,94
7,72
11,95
8,100
11,68
7,78
13,100
4,66
5,48
4,53
10,90
9,94
8,93
5,94
9,79
11,93
5,64
5,76
2,56
7,79
7,100
8,85
11,100
7,75
8,100
5,76
4,85
7,100
13,100
8,55
5,62
8,88
9,62
4,90
7,98
12,97
11,83
7,83
2,59
3,60
5,44
5,75
4,73
9,90
8,88
