autogrades,score
9,42
6,37
6,85
5,41
12,84
8,63
2,61
6,60
7,89
5,46
9,67
6,60
13,93
13,91
5,61
11,100
9,46
6,86
6,57
6,93
2,43
5,72
9,36
9,46
7,62
10,100
6,100
2,35
8,59
9,92
4,81
2,50
9,74
4,51
4,69
10,100
4,90
6,58
4,69
10,92
12,80
9,75
9,84
8,31
8,93
7,71
9,35
12,97
8,41
4,89
2,45
13,100
2,33
8,47
9,100
7,93
6,100
3,70
8,86
8,61
6,59
5,100
11,88
6,67
6,58
6,25
9,75
6,82
3,60
10,89
11,78
2,58
10,73
4,53
5,44
5,94
2,49
2,47
3,58
4,86
8,94
11,67
9,90
8,72
8,25
9,83
4,64
12,76
13,94
11,100
9,46
9,27
2,46
8,79
5,92
2,52
5,87
5,91
9,38
1,46
6,63
4,70
5,41
8,35
4,79
11,64
7,96
1,45
6,61
6,84
6,75
6,69
4,69
1,59
10,65
10,63
9,45
5,58
7,39
8,100
9,35
11,72
7,53
3,73
2,71
11,83
8,52
6,63
9,96
