autogrades,score
4,56
6,62
7,49
8,13
6,70
6,60
6,76
12,79
9,100
8,60
6,78
4,57
11,89
6,76
4,49
6,89
7,22
6,71
11,64
7,74
7,54
7,65
5,38
6,6
6,23
7,83
7,72
9,12
7,62
10,89
9,72
3,73
8,84
12,84
10,81
4,86
9,87
8,40
1,25
5,87
6,72
6,52
8,89
4,34
11,95
7,96
2,72
8,98
6,65
9,76
8,49
7,80
3,43
7,30
5,100
8,92
9,83
2,39
8,82
5,54
10,61
4,89
6,88
8,75
12,81
5,42
10,78
5,71
11,65
10,100
7,58
8,48
13,91
7,87
4,22
12,100
7,32
4,69
2,21
8,100
9,78
4,79
9,85
13,100
7,54
8,57
13,100
3,19
5,100
8,100
7,90
7,1
6,35
6,67
7,100
11,98
5,95
6,77
1,24
9,34
6,93
7,70
7,-11
3,18
9,53
10,85
4,83
9,25
9,80
5,59
9,75
5,11
5,94
1,50
12,76
8,100
6,27
4,29
9,65
7,81
8,17
10,81
8,63
9,100
10,91
9,75
4,41
4,74
6,92
