autogrades,score
2,75
12,100
7,73
12,77
4,77
6,100
11,93
5,90
9,78
11,66
5,94
8,79
5,55
12,98
6,83
11,88
4,71
9,95
5,78
12,100
9,56
6,75
10,67
4,86
9,93
10,81
2,58
9,87
12,100
9,83
6,79
12,87
10,91
8,66
8,66
10,79
2,58
8,62
2,64
6,88
11,61
13,91
8,96
8,74
9,100
11,82
11,72
7,89
10,71
11,76
8,58
7,70
12,87
9,94
3,75
11,100
9,84
7,83
8,61
9,69
10,100
6,73
8,86
10,100
2,63
4,83
5,70
6,47
9,86
8,53
9,97
2,60
5,72
11,77
11,97
6,100
10,79
11,100
9,95
9,79
8,93
3,61
6,82
8,76
7,75
12,100
7,75
7,77
8,82
7,100
5,74
7,54
9,69
9,54
9,46
9,91
4,75
9,82
11,96
7,100
3,57
10,79
6,70
10,79
6,85
6,84
7,100
10,73
12,95
3,73
10,100
9,85
6,70
5,64
4,82
7,64
8,100
6,76
10,72
5,100
3,62
4,71
11,86
5,70
9,88
8,59
8,94
12,82
5,100
5,67
6,86
6,81
12,94
4,90
13,100
8,100
5,100
11,73
3,62
8,67
5,95
8,73
9,50
7,62
10,88
5,92
4,65
11,80
8,100
5,95
5,99
11,79
13,100
10,100
6,58
10,80
13,92
4,86
7,100
5,79
6,72
5,87
5,73
11,98
11,69
9,92
6,51
5,65
9,100
10,73
12,76
9,100
9,57
9,75
12,98
7,96
8,87
6,73
8,75
4,65
8,73
5,61
10,72
6,53
4,65
2,75
12,100
9,78
7,73
4,71
8,89
11,80
10,82
10,82
12,83
9,84
5,78
6,100
8,73
9,71
8,100
8,58
6,99
10,79
8,79
5,97
6,60
9,86
13,100
12,100
9,66
11,77
6,69
8,73
12,100
11,67
5,54
11,86
6,67
4,71
9,73
8,100
9,87
11,92
12,80
8,60
9,88
11,64
10,83
8,100
3,74
4,70
11,100
6,95
11,89
4,65
7,80
11,88
3,49
2,63
5,71
3,72
8,81
9,83
11,94
6,81
8,79
11,79
1,60
9,100
4,87
9,100
12,80
10,77
5,63
13,100
10,78
9,87
6,75
4,57
5,81
5,49
6,90
8,81
11,73
7,99
9,84
9,73
6,73
6,68
12,98
12,80
5,62
10,85
9,78
5,100
11,83
10,69
7,67
8,61
2,65
4,52
13,91
5,100
9,75
6,84
10,86
11,92
9,98
13,100
5,69
7,79
12,98
7,85
7,71
2,70
8,100
5,100
10,93
6,85
8,92
13,91
8,63
9,94
6,100
8,65
10,100
11,84
2,48
10,69
13,94
3,67
11,67
2,70
11,100
6,79
5,65
11,79
6,86
5,100
7,82
9,100
8,73
3,73
5,80
12,76
12,93
10,91
4,55
4,84
11,100
6,73
8,80
8,91
11,62
4,88
12,78
9,100
10,100
6,82
9,97
6,83
10,100
11,68
6,65
9,72
6,79
10,76
6,78
13,100
10,70
9,54
9,89
10,77
9,86
12,87
6,76
11,64
11,91
11,94
9,82
4,68
4,77
10,100
2,74
6,100
5,100
11,80
7,73
5,58
4,78
12,76
6,84
12,91
11,97
1,50
10,85
11,73
4,76
3,63
12,100
5,79
11,80
6,86
3,70
7,85
8,94
12,97
11,94
11,95
12,79
8,86
3,75
5,100
9,100
7,88
11,83
7,100
9,53
11,73
9,74
8,100
11,69
12,88
8,67
10,76
10,84
12,86
11,84
7,86
2,52
8,90
9,98
10,73
7,59
3,74
12,91
13,100
10,100
12,96
11,74
8,100
4,83
7,100
13,96
8,75
2,63
8,82
6,100
11,67
7,100
13,100
7,96
6,87
7,100
9,94
9,76
9,63
8,71
10,90
5,89
8,58
9,82
6,85
8,91
4,87
7,98
5,77
4,68
5,64
7,72
9,75
11,76
6,93
5,75
4,73
13,99
13,92
10,82
2,55
13,98
7,90
11,95
12,85
10,68
5,86
7,100
4,55
2,60
3,67
4,90
8,100
7,100
4,86
4,83
8,93
8,78
10,62
8,63
8,61
5,96
2,68
7,94
7,87
5,100
4,83
6,72
10,100
12,100
2,55
9,59
11,76
4,60
11,80
11,79
11,100
7,76
5,63
8,75
7,65
2,62
8,85
9,87
13,100
7,99
4,68
12,97
1,47
9,57
6,100
9,73
12,93
8,68
11,95
5,74
4,84
10,70
7,100
5,100
8,87
11,68
4,56
8,49
8,81
7,67
8,75
12,87
