autogrades,score
5,78
12,100
9,93
10,81
8,66
11,82
10,71
9,94
11,100
6,73
8,86
9,86
9,97
5,72
11,100
8,93
7,77
5,74
7,54
9,54
11,96
7,100
3,73
9,85
7,64
11,86
8,94
5,67
4,90
7,62
5,73
9,92
6,51
4,65
8,89
12,100
6,69
11,67
9,73
11,92
12,80
9,88
10,83
4,70
4,65
3,49
8,81
12,80
6,75
6,73
5,100
11,83
9,75
6,84
7,79
2,70
5,100
13,91
8,65
3,67
11,79
5,100
10,91
8,80
8,91
4,88
9,72
6,79
10,76
9,54
9,86
6,76
11,64
11,91
9,82
4,77
6,100
5,100
5,58
11,73
11,80
3,75
9,100
7,100
11,84
8,90
10,73
7,59
3,74
4,83
8,75
9,76
10,90
5,64
9,75
5,75
13,92
7,90
12,85
10,68
8,100
4,83
8,63
7,94
4,83
11,80
8,75
9,57
5,74
4,84
7,100
5,77
4,66
10,80
12,100
11,100
4,68
9,71
12,95
9,97
9,78
2,48
5,100
4,88
5,51
10,63
13,95
10,71
11,90
5,57
7,96
11,91
11,77
6,54
8,97
11,99
10,70
11,81
8,96
3,71
8,96
6,100
5,92
9,98
6,72
2,58
4,51
12,100
9,75
10,82
