potds,score
77,68
36,66
95,96
84,99
73,86
63,72
93,80
45,96
63,69
73,64
55,79
20,66
97,55
86,65
34,71
110,66
83,87
47,81
49,88
79,84
56,61
87,85
103,76
99,66
69,95
94,68
113,73
65,85
118,76
39,83
38,72
87,84
69,65
87,96
53,53
35,95
59,86
60,65
94,85
64,77
49,87
92,86
78,80
90,98
36,69
72,75
91,69
70,47
71,47
42,74
72,71
67,72
96,78
98,51
86,65
63,81
61,100
46,82
94,53
128,91
105,72
56,62
84,93
37,92
11,82
117,95
41,85
129,72
56,92
3,70
91,73
115,92
95,78
71,94
126,69
17,95
74,89
102,89
85,70
32,73
115,76
54,95
52,65
69,66
63,92
79,69
122,68
55,90
86,91
62,100
101,85
32,95
70,77
68,81
44,94
99,99
114,67
59,65
53,72
111,70
50,95
37,47
124,67
51,81
116,77
77,86
31,94
35,59
49,98
59,85
60,57
61,93
72,71
71,54
58,98
99,59
123,87
87,90
51,80
48,91
50,48
87,73
67,79
86,89
77,99
100,87
61,74
106,98
80,73
35,67
60,100
40,83
92,84
76,85
91,75
79,55
57,47
46,90
108,89
58,56
116,90
65,68
125,84
47,57
89,62
100,78
64,85
94,85
78,55
61,89
49,56
87,85
51,70
52,92
126,77
88,72
7,87
68,80
42,49
81,97
47,69
78,83
91,75
45,92
80,65
69,82
98,81
94,95
41,66
67,82
78,65
57,85
63,81
85,77
53,66
27,88
86,68
52,75
91,65
57,66
83,90
60,93
63,80
43,95
61,73
56,73
89,73
32,89
88,81
92,79
51,74
45,59
68,93
113,76
100,96
84,61
72,81
61,86
65,79
131,84
53,77
67,99
95,79
73,60
67,65
80,54
110,54
44,50
108,88
37,80
95,53
51,71
105,74
37,65
30,90
120,71
77,61
69,74
87,72
84,99
44,68
63,85
96,90
112,69
98,80
95,69
105,85
88,94
67,92
97,66
33,79
61,90
93,89
55,95
74,80
83,55
100,73
89,80
94,100
117,99
44,51
83,82
56,92
81,78
87,88
49,47
34,88
106,99
32,72
110,48
100,97
48,79
122,73
72,92
58,55
111,89
47,55
49,90
49,94
70,68
123,100
63,50
69,92
63,82
52,84
81,88
41,88
49,49
65,68
57,87
108,92
100,67
103,82
102,78
20,96
112,73
32,85
106,99
57,65
79,76
126,65
91,92
133,53
85,89
85,46
127,80
100,87
78,81
71,62
88,96
72,79
31,87
100,84
110,61
79,77
58,89
46,85
89,98
107,79
71,67
42,98
72,67
104,77
116,95
86,79
83,79
24,98
77,77
59,80
67,99
76,84
74,96
65,79
87,78
104,81
98,85
105,56
68,48
86,87
109,67
52,88
58,83
83,94
64,70
50,90
60,95
60,95
93,60
113,90
21,62
110,97
49,96
47,84
92,69
59,91
80,84
109,95
50,68
20,70
72,92
77,98
31,54
50,65
56,72
104,69
90,89
43,68
130,98
87,69
58,74
84,78
85,88
53,71
46,96
79,95
95,78
83,72
33,70
95,97
34,97
81,71
84,92
60,68
74,100
114,99
53,66
53,82
86,89
44,84
88,56
92,97
68,83
92,71
87,97
72,83
98,90
19,70
42,99
102,55
57,45
92,68
30,88
71,89
113,94
103,78
92,77
89,58
50,85
86,69
95,68
60,75
39,81
