autogrades,score
9,72
9,78
3,47
8,41
9,56
5,100
9,87
9,68
8,100
4,45
9,100
2,44
2,59
9,84
7,42
7,60
9,67
10,100
8,60
8,59
4,80
2,75
7,95
7,84
9,97
8,79
4,56
10,91
8,49
6,67
4,59
12,85
8,40
6,56
4,9
9,90
1,56
6,66
6,81
4,17
12,100
9,66
11,61
7,51
3,63
9,55
9,97
7,52
7,92
4,84
7,58
10,81
1,55
5,73
3,75
8,55
3,66
9,17
2,58
5,94
11,97
3,64
8,41
7,100
5,100
9,69
8,56
3,41
9,26
10,100
8,86
5,85
7,61
5,79
9,51
11,63
9,73
6,72
7,100
7,79
5,100
5,62
13,100
8,46
5,89
3,70
2,57
6,67
8,47
9,69
10,90
7,19
9,100
10,100
8,90
11,76
7,75
2,70
10,100
12,99
5,29
1,58
7,81
8,89
6,52
10,78
5,15
5,85
2,67
5,64
5,84
2,65
11,86
