potds,score
36,80
95,100
63,80
55,72
86,42
83,82
99,62
69,100
94,64
113,59
38,55
69,98
35,85
59,75
94,96
64,54
49,100
92,99
78,64
72,75
91,75
72,62
67,45
96,52
86,88
61,90
46,73
129,56
56,100
91,45
95,71
71,100
85,71
115,43
54,66
63,100
101,79
70,75
68,100
44,99
59,64
124,57
116,77
31,91
49,100
61,100
51,100
48,84
86,100
100,93
35,55
60,79
76,61
108,80
100,51
64,100
94,93
87,77
52,77
68,94
81,85
47,84
69,54
98,92
41,41
67,99
85,100
57,41
83,92
63,100
56,99
32,100
51,52
68,96
67,79
67,65
51,58
105,71
30,92
120,92
87,87
96,89
112,72
98,91
105,78
88,91
67,94
97,83
61,100
74,99
94,100
117,100
56,84
81,58
87,87
106,100
72,64
49,86
49,100
70,80
123,80
52,71
108,98
103,72
20,100
112,72
32,97
91,99
85,100
31,95
100,94
46,50
89,75
42,81
72,95
104,76
116,80
86,82
83,83
24,86
77,67
59,80
65,83
104,51
98,100
86,100
52,82
60,100
49,100
80,82
77,77
50,78
56,77
90,84
130,100
53,78
95,73
81,48
114,100
53,90
92,100
68,82
92,51
72,45
98,100
19,59
42,100
92,69
113,84
103,54
92,88
50,66
86,57
39,74
