autogrades,score
11,81
11,99
5,81
4,83
8,56
2,63
6,98
12,92
5,71
8,51
11,100
7,37
5,49
7,47
5,86
11,76
10,100
7,100
1,38
3,60
10,82
11,100
9,73
11,92
7,90
12,89
12,100
5,63
5,77
6,100
9,83
4,89
8,85
6,76
12,99
7,100
9,71
13,100
12,100
6,83
6,79
7,79
8,60
2,62
7,96
8,87
11,78
8,100
1,38
10,69
13,100
11,97
7,91
6,68
6,77
7,82
4,47
2,57
5,61
8,69
12,95
2,70
6,88
11,93
4,35
5,83
9,69
4,74
5,100
12,100
7,84
9,15
9,84
4,74
9,88
6,85
4,49
10,86
2,57
11,98
7,100
7,76
5,81
6,81
9,56
8,59
5,85
7,73
5,74
9,87
6,58
9,79
5,100
6,69
9,93
10,92
11,100
6,53
5,78
6,97
10,83
7,83
7,69
5,100
5,92
4,27
8,58
9,100
5,88
5,100
6,79
3,67
11,74
10,95
4,85
8,98
6,96
12,85
5,79
10,92
9,100
4,77
11,100
5,85
6,86
7,100
9,59
7,29
4,64
12,90
2,50
12,77
6,18
5,54
6,100
