autogrades,score
5,85
12,98
11,86
10,98
5,81
10,72
5,97
10,85
6,84
3,70
5,83
8,71
8,70
9,78
2,65
9,89
5,99
10,78
12,82
6,83
6,78
4,75
11,87
10,98
7,92
12,79
7,91
8,90
6,67
10,78
9,83
12,99
9,87
10,69
3,65
6,96
4,82
12,89
7,79
5,91
10,84
10,80
10,88
4,86
8,95
9,83
6,65
4,82
10,73
8,100
9,86
11,73
8,78
4,74
5,87
2,74
6,79
7,78
8,97
5,77
11,73
12,93
11,93
9,88
5,81
11,76
10,65
10,98
6,99
5,71
2,70
8,75
4,75
11,92
9,77
7,81
11,99
8,100
11,97
11,84
6,74
6,73
10,96
6,93
8,88
11,82
4,80
5,78
3,74
12,93
8,80
9,80
12,89
4,83
10,71
4,74
9,68
10,96
11,74
7,73
9,70
6,74
13,93
12,91
8,93
12,89
3,65
11,87
11,81
12,82
11,80
10,96
7,91
12,94
9,97
5,84
7,95
2,75
6,66
7,79
8,97
7,68
6,82
12,95
8,88
8,76
10,67
4,86
8,75
10,69
4,81
7,87
11,78
11,85
8,80
11,99
7,96
13,99
8,80
9,93
11,98
10,87
7,84
13,97
7,100
6,67
