autogrades,score
12,100
2,68
5,100
8,71
10,100
6,90
7,81
6,60
5,86
6,83
9,78
5,71
7,59
5,50
7,90
13,99
13,100
9,72
8,94
9,77
3,75
5,100
1,57
13,100
5,100
6,92
10,74
6,100
7,38
8,95
8,100
7,76
9,80
7,96
9,81
7,100
5,51
7,100
13,100
4,78
8,96
6,100
7,100
8,68
8,79
6,79
12,100
5,72
12,100
4,49
5,75
7,62
11,81
7,98
7,61
9,75
5,53
5,100
5,98
6,80
12,100
5,100
7,98
11,64
12,96
9,89
9,95
7,85
12,76
7,81
6,72
12,85
11,85
9,76
10,92
6,83
7,84
6,96
8,76
7,100
4,48
8,98
11,96
12,89
9,47
3,69
7,74
10,62
6,54
12,84
10,98
10,69
5,92
11,82
10,87
9,68
4,87
13,100
4,66
5,64
7,79
8,85
7,75
7,100
5,62
8,88
4,73
10,82
8,65
8,81
4,78
10,82
11,99
4,85
9,100
7,100
8,85
6,97
2,74
2,62
8,61
7,89
10,87
5,83
7,100
7,100
5,72
6,58
12,96
3,66
8,100
11,100
9,100
8,72
8,97
7,64
3,44
8,86
12,78
5,75
9,100
8,90
6,100
11,82
4,88
3,50
7,83
