potds,score
84,82
73,66
63,66
93,100
20,66
34,81
47,100
49,100
79,93
103,81
65,89
39,74
87,89
60,37
90,89
36,72
63,91
128,72
84,80
37,90
117,72
126,30
74,82
102,100
52,25
69,80
79,67
122,63
86,100
62,100
32,75
99,100
114,93
111,81
50,98
51,86
77,79
59,100
72,70
123,98
87,65
87,68
67,85
61,59
106,44
80,74
40,93
92,76
91,90
46,81
116,50
125,43
61,100
51,87
126,36
88,38
91,100
45,77
94,100
78,32
57,40
53,49
86,100
52,95
91,74
43,100
89,43
88,85
92,91
100,70
61,70
95,100
108,62
37,66
69,60
84,100
44,75
63,94
93,86
55,100
100,45
89,86
83,100
34,71
100,84
48,100
69,100
63,100
81,94
41,100
65,28
57,82
102,86
57,78
126,80
100,60
78,99
88,76
79,65
58,82
107,79
67,41
76,61
74,100
87,70
58,100
83,100
50,77
60,87
113,74
110,95
59,68
50,27
20,79
104,69
43,61
87,62
84,73
46,98
79,59
33,65
95,90
84,100
60,57
74,100
53,82
86,76
44,100
30,90
95,48
